class_id,class_label,base_species_or_group,label_type,coverage_status,recommended_name,recommended_url,notes,expert_description_status,expert_visual_description,expert_description_source,source_page_verified_in_this_pass,expert_description_sections,description_notes,safe_use_note
496,Swainson's Hawk (Light morph ),Swainson's Hawk,variant_label,likely_covered_species_page,Swainson's Hawk,https://www.allaboutbirds.org/guide/Swainsons_Hawk/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"Swainson’s Hawks are buteos, meaning they are large hawks with fairly broad wings and short tails. However, Swainson’s Hawks are less hefty than many other buteos. They are slimmer and longer-winged, with their wings typically held in a shallow V when soaring. Though they can be quite variable, most Swainson’s Hawks are light-bellied birds with a dark or reddish-brown chest and brown or gray upperparts. They have distinctive underwings with white wing linings that contrast strongly with blackish flight feathers. Most males have gray heads; females tend to have brown heads. Dark individuals also occur; these vary from reddish to nearly all black, with reduced contrast on the underwings.",https://www.allaboutbirds.org/guide/Swainsons_Hawk/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
497,Red-tailed Hawk (Dark morph),Red-tailed Hawk,variant_label,likely_covered_species_page,Red-tailed Hawk,https://www.allaboutbirds.org/guide/Red-tailed_Hawk/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"Red-tailed Hawks are large hawks with typical proportions: very broad, rounded wings and a short, wide tail. Large females seen from a distance might fool you into thinking you’re seeing an eagle. (Until an actual eagle comes along.) Most Red-tailed Hawks are rich brown above and pale below, with a streaked belly and, on the wing underside, a dark bar between shoulder and wrist. The tail is usually pale below and cinnamon-red above, though in young birds it’s brown and banded. “Dark-morph” birds are all chocolate-brown with a warm red tail. “Rufous-morph” birds are reddish-brown on the chest with a dark belly.",https://www.allaboutbirds.org/guide/Red-tailed_Hawk/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
498,Crested Caracara,Crested Caracara,species_label,likely_covered_species_page,Crested Caracara,https://www.allaboutbirds.org/guide/Crested_Caracara/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"The Crested Caracara is a medium-sized, bulky raptor with long legs. Its flat head is topped with a shaggy crest. In flight, note its long, straight wings and diamond-shaped tail. The bill is heavy with a sharp tip. Crested Caracaras are black and white with yellow-orange legs and yellow-orange skin around the bill. Their black cap contrasts strongly with their white neck and cheeks. In flight the undertail and outer flight feathers are white. Juveniles are brown and white and lack the adult's yellow-orange legs and facial skin.",https://www.allaboutbirds.org/guide/Crested_Caracara/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
499,Merlin,Merlin,species_label,likely_covered_species_page,Merlin,https://www.allaboutbirds.org/guide/Merlin/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"Merlins are small falcons with a powerful build that is broader and stockier than the slightly smaller American Kestrel. Merlins have sharply pointed wings, a broad chest, and a medium length tail. Merlins are generally dark and streaky, though their coloration varies geographically and by gender. Adult male Merlins are slaty gray to dark gray; females and immatures are browner. The chest is usually heavily streaked and the underwings are dark. The dark tail has narrow white bands, and the face often lacks a prominent malar or “mustache” stripe.",https://www.allaboutbirds.org/guide/Merlin/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
500,Prairie Falcon,Prairie Falcon,species_label,likely_covered_species_page,Prairie Falcon,https://www.allaboutbirds.org/guide/Prairie_Falcon/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"Prairie Falcons are large falcons about the size of a peregrine. They have pointed wings and medium-long tails. Prairie Falcons are brown above and pale with brown markings on the breast and belly. From below, they show dark under the wing from the ""armpit"" to the wrist. From above, the tail is paler and contrasts with the back and wings. They have a pale stripe above the eye and a brown mustache stripe.",https://www.allaboutbirds.org/guide/Prairie_Falcon/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
501,American Coot,American Coot,species_label,likely_covered_species_page,American Coot,https://www.allaboutbirds.org/guide/American_Coot/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"The American Coot is a plump, chickenlike bird with a rounded head and a sloping bill. Their tiny tail, short wings, and large feet are visible on the rare occasions they take flight. Coots are dark-gray to black birds with a bright-white bill and forehead. The legs are yellow-green. At close range you may see a small patch of red on the forehead.",https://www.allaboutbirds.org/guide/American_Coot/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
502,Sandhill Crane,Sandhill Crane,species_label,likely_covered_species_page,Sandhill Crane,https://www.allaboutbirds.org/guide/Sandhill_Crane/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"Sandhill Cranes are very large, tall birds with a long neck, long legs, and very broad wings. The bulky body tapers into a slender neck; the short tail is covered by drooping feathers that form a “bustle.” The head is small and the bill is straight and longer than the head. These are slate gray birds, often with a rusty wash on the upperparts. Adults have a pale cheek and red skin on the crown. Their legs are black. Juveniles are gray and rusty brown, without the pale cheek or red crown.",https://www.allaboutbirds.org/guide/Sandhill_Crane/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
503,Semipalmated Plover,Semipalmated Plover,species_label,likely_covered_species_page,Semipalmated Plover,https://www.allaboutbirds.org/guide/Semipalmated_Plover/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"A small, compact shorebird with a short, stubby bill, a round head, and large eyes. The body is plump, with a short neck and medium-length legs. Adults are brown above, white below, with one black band on the breast. Black around the eye, with white marks above eye and bill and a white band above the black collar. The short orange bill has a black tip. Juveniles have brown instead of black on the face, and a brown breast band that is sometimes incomplete. Legs are yellow-orange.",https://www.allaboutbirds.org/guide/Semipalmated_Plover/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
504,Killdeer,Killdeer,species_label,likely_covered_species_page,Killdeer,https://www.allaboutbirds.org/guide/Killdeer/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"Killdeer have the characteristic large, round head, large eye, and short bill of all plovers. They are especially slender and lanky, with a long, pointed tail and long wings. Brownish-tan on top and white below. The white chest is barred with two black bands, and the brown face is marked with black and white patches. The bright orange-buff rump is conspicuous in flight.",https://www.allaboutbirds.org/guide/Killdeer/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
505,American Oystercatcher,American Oystercatcher,species_label,likely_covered_species_page,American Oystercatcher,https://www.allaboutbirds.org/guide/American_Oystercatcher/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"A large, thickset shorebird with a long, stout bill, a large head, robust neck, and long, thick legs. American Oystercatchers look black-and-white from a distance, with a bright orange-red bill. At closer range, the back and wings are brown, with a black head and breast, white underparts, yellow eye, and red eyering. In flight, look for a white wingbar and white tail base.",https://www.allaboutbirds.org/guide/American_Oystercatcher/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
506,Black Oystercatcher,Black Oystercatcher,species_label,likely_covered_species_page,Black Oystercatcher,https://www.allaboutbirds.org/guide/Black_Oystercatcher/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"A large, heavyset shorebird with a very long, thick straight bill. The neck is heavy and the legs are long and thick. Adults are blackish with a brilliant orange-red bill and yellow eye ringed with red. At close range the wings, tail, and back are dark brown. Juveniles are brownish overall, with outer portion of bill dusky.",https://www.allaboutbirds.org/guide/Black_Oystercatcher/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
507,Black-necked Stilt,Black-necked Stilt,species_label,likely_covered_species_page,Black-necked Stilt,https://www.allaboutbirds.org/guide/Black-necked_Stilt/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"A tall but small-bodied shorebird with very long legs, a long neck, small head, and thin, straight bill. These birds are black above and white below, with white around the eye and rosy pink legs. In females and immatures the black areas can be brownish.",https://www.allaboutbirds.org/guide/Black-necked_Stilt/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
508,American Avocet,American Avocet,species_label,likely_covered_species_page,American Avocet,https://www.allaboutbirds.org/guide/American_Avocet/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"Large, slender shorebird with a long, upturned bill, a long neck, and a round head. Its oval body sits atop long legs. Breeding birds have a chic rusty head and neck that turns grayish white after breeding. A black patch on the back and black-and-white wings mark its largely white body. The legs are bluish gray.",https://www.allaboutbirds.org/guide/American_Avocet/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
509,Solitary Sandpiper,Solitary Sandpiper,species_label,likely_covered_species_page,Solitary Sandpiper,https://www.allaboutbirds.org/guide/Solitary_Sandpiper/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"A small, slender shorebird with a somewhat long neck and long bill. It has fairly long wings and legs. Dark olive-brown above with a white eyering; pale below. In breeding plumage, the head and breast show dark stippling and the upperparts are neatly spotted with white. In nonbreeding plumage the back is mostly unspotted and the breast is washed with brown. The legs are olive. Dark underwings contrast sharply with white belly in flight.",https://www.allaboutbirds.org/guide/Solitary_Sandpiper/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
510,Greater Yellowlegs,Greater Yellowlegs,species_label,likely_covered_species_page,Greater Yellowlegs,https://www.allaboutbirds.org/guide/Greater_Yellowlegs/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"Large and lanky for a shorebird, with very long legs, a long neck, and a thick-based, slightly upturned bill. In breeding plumage the Greater Yellowlegs is a striking bird, with dense, dark bands on the breast and neck. Most of the year, the pattern is more subdued: a black and white checkerboard of speckling on the back, with a finely streaked neck and head. There is usually some barring on the flanks and a bright, white eyering. Bill is dark. In all plumages, legs are appropriately bright yellow, occasionally orange in spring.",https://www.allaboutbirds.org/guide/Greater_Yellowlegs/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
511,Willet,Willet,species_label,likely_covered_species_page,Willet,https://www.allaboutbirds.org/guide/Willet/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"Willets are large, stocky shorebirds with long legs and thick, straight bills considerably longer than the head. Their wings are broader and rounder than those of many shorebirds and the tail is short and squared off at the base. Willets are gray or brown birds that, when flying, display a striking white and black stripe along each wing. In summer, Willets are mottled gray, brown, and black; in winter they are a more consistent plain gray. The legs are bluish gray.",https://www.allaboutbirds.org/guide/Willet/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
512,Lesser Yellowlegs,Lesser Yellowlegs,species_label,likely_covered_species_page,Lesser Yellowlegs,https://www.allaboutbirds.org/guide/Lesser_Yellowlegs/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"A slender and elegant, medium-sized shorebirds with long legs and a long neck. The bill is straight and thin, only slightly longer than the bird's head (shorter and straighter than Greater Yellowlegs' bill). Breeding Lesser Yellowlegs are grayish brown birds with vivid yellow legs. They have fine, gray streaking across the head and neck, a white eyering, and white spots on the back and wings. Nonbreeding birds are more subdued gray-brown with less streaking and spotting. Bill is entirely dark.",https://www.allaboutbirds.org/guide/Lesser_Yellowlegs/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
513,Whimbrel,Whimbrel,species_label,likely_covered_species_page,Whimbrel,https://www.allaboutbirds.org/guide/Whimbrel/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"A robust, large shorebird with a very long, curved bill and relatively long neck and legs. The wings are long and pointed; the tail is short. Mostly brownish above, with pale feather edges, tan below, with neat dark stippling. The crown is dark brown with a pale central stripe, and most show a narrow dark eyeline.",https://www.allaboutbirds.org/guide/Whimbrel/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
514,Long-billed Curlew,Long-billed Curlew,species_label,likely_covered_species_page,Long-billed Curlew,https://www.allaboutbirds.org/guide/Long-billed_Curlew/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"Large, long-legged shorebird with a very long, thin curved bill. It has a heavy football-shaped body, a long neck, and a small round head. Speckled and barred in browns above with a pale cinnamon wash throughout and a plain cinnamon belly. The head and neck are pale with faint streaks and the lower bill is pink at the base. In flight, the upper and lower wings are strongly cinnamon.",https://www.allaboutbirds.org/guide/Long-billed_Curlew/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
515,Marbled Godwit,Marbled Godwit,species_label,likely_covered_species_page,Marbled Godwit,https://www.allaboutbirds.org/guide/Marbled_Godwit/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"Large, long-legged shorebird with an extremely long, slightly upturned bill. A small round head sits atop a thin neck. In flight its legs stick out beyond the tail. Barred above and below in brown, white, and cinnamon during the breeding season. They look similar during the nonbreeding season, but have unbarred cinnamon-washed underparts. In flight, note the cinnamon underwings year-round. The bill is bicolored: black at the tip and orange at the base during breeding or pink during the nonbreeding season.",https://www.allaboutbirds.org/guide/Marbled_Godwit/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
516,Ruddy Turnstone,Ruddy Turnstone,species_label,likely_covered_species_page,Ruddy Turnstone,https://www.allaboutbirds.org/guide/Ruddy_Turnstone/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"The Ruddy Turnstone is a short, stocky, and oval-shaped shorebird. They have a stout and slightly upturned bill. Breeding males have unique black-and-white markings on the head and throat and a chestnut and black variegated (calico catlike) pattern on the back. Breeding females are paler than males. Nonbreeding adults have brown ghosting of the breeding plumage pattern. Juveniles look similar to nonbreeding birds, but have rusty edges to the feathers. All Ruddy Turnstones have orange legs, but they are brighter during the breeding season. In flight, Ruddy T",https://www.allaboutbirds.org/guide/Ruddy_Turnstone/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
517,Black Turnstone,Black Turnstone,species_label,likely_covered_species_page,Black Turnstone,https://www.allaboutbirds.org/guide/Black_Turnstone/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"A small, stout shorebird with a short neck, a short, slightly upturned bill, and rather short legs. A dark blackish-brown bird with a neat white belly and a bold black-and-white pattern in flight. Breeding adults have a white spot next to the bill and white breast speckling. Nonbreeding adults are similar but with less white (mostly limited to wings, tail, and belly). Juveniles are similar but more brownish than blackish. The striking flight pattern features two white stripes on each wing, a white back stripe, and a mostly white tail with a thi",https://www.allaboutbirds.org/guide/Black_Turnstone/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
518,Surfbird,Surfbird,species_label,likely_covered_species_page,Surfbird,https://www.allaboutbirds.org/guide/Surfbird/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"A stout shorebird with a short, thick bill, short neck, short tail, and short, thick legs. Breeding adults are stippled light, dark, and rufous above. The head and underparts are white, neatly marked with black streaks and arrowhead-shaped markings on the breast and belly. Nonbreeding plumage is muddy brownish gray with whitish chin, white belly with some streaking. The tail is white at the base, with a bold black tip. Legs are greenish yellow; base of bill is yellow. Juveniles are paler than nonbreeding adults, with feathers above sho",https://www.allaboutbirds.org/guide/Surfbird/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
519,Semipalmated Sandpiper,Semipalmated Sandpiper,species_label,likely_covered_species_page,Semipalmated Sandpiper,https://www.allaboutbirds.org/guide/Semipalmated_Sandpiper/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"A very small, plump shorebird with a thin, straight, tubular bill. When folded, the wings are about the same length as the tail. The bill usually does not droop or turn downwards at the tip. Breeding adults are dappled in brown, black, gold, and rufous above, with pale underparts and dark legs. The head, nape, and breast are stippled or streaked with brown, but the flanks are white. Nonbreeding adults are much plainer, mousy grayish brown above, pale below, with weak supercilium (pale line over eye). Juveniles are similar to nonbreeding adult but the upperparts show a neat, scaly pattern.",https://www.allaboutbirds.org/guide/Semipalmated_Sandpiper/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
520,Western Sandpiper,Western Sandpiper,species_label,likely_covered_species_page,Western Sandpiper,https://www.allaboutbirds.org/guide/Western_Sandpiper/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"A small, portly shorebird with a long, thin bill with a slightly curved tip. It has long, pointed wings, a short tail, and medium-length legs for its size. Females tend to be larger and have longer bills than males. Breeding adults have black, brown, rufous, and gold upperparts, with white underparts marked with extensive dark arrow-shaped streaks. They have a rufous crown and ear patch, and dark legs and bill. Nonbreeding adults are pale gray above, whitish below. Juveniles are similar to nonbreeding adults but the upperparts are more vivid in the wings, showing gold and rufous edges to feathers.",https://www.allaboutbirds.org/guide/Western_Sandpiper/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
521,Least Sandpiper,Least Sandpiper,species_label,likely_covered_species_page,Least Sandpiper,https://www.allaboutbirds.org/guide/Least_Sandpiper/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"Least Sandpipers are tiny sandpipers with round bodies and relatively short, pointed wings. They have thin-tipped, slightly decurved bills and slim, medium-length legs. They have brown upperparts and white underparts. Their bills are black, and their legs are yellowish-green (this can be obscured by mud at times). Juveniles have crisp plumage that is rustier than that of adults. In flight, Least Sandpipers show whitish rumps bisected by a longitudinal black line.",https://www.allaboutbirds.org/guide/Least_Sandpiper/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
522,Short-billed Dowitcher,Short-billed Dowitcher,species_label,likely_covered_species_page,Short-billed Dowitcher,https://www.allaboutbirds.org/guide/Short-billed_Dowitcher/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"A chunky, medium-sized shorebird with a long, straight bill and moderately long legs. Breeding adults have brown, black, and gold upperparts and are pale orange with darker speckling below (colors limited to the neck and upper breast in eastern subspecies). Nonbreeding adults are quite plain, grayish brown above and pale below, with some speckling on breast and sides. Juveniles in fresh plumage have orange breast and dark feathers with striking gold edges above.",https://www.allaboutbirds.org/guide/Short-billed_Dowitcher/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
523,Wilson's Snipe,Wilson's Snipe,species_label,likely_covered_species_page,Wilson's Snipe,https://www.allaboutbirds.org/guide/Wilsons_Snipe/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"Wilson’s Snipes are medium-sized, pudgy shorebirds with short, stocky legs. The bill is straight and very long (several times the length of the head). The head is rounded and the tail is short. These birds are intricately patterned in buff and brown stripes and bars. The dark head has prominent buffy to whitish stripes. The dark back has three long buffy streaks, one running down each edge, one down the center. The buff chest is streaked and spotted with brown; the sides are heavily barred with black. In flight, the wings are dark above and below.",https://www.allaboutbirds.org/guide/Wilsons_Snipe/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
524,American Woodcock,American Woodcock,species_label,likely_covered_species_page,American Woodcock,https://www.allaboutbirds.org/guide/American_Woodcock/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"American Woodcocks are plump, short-legged shorebirds with very long, straight bills. Their large heads, short necks, and short tails give them a bulbous look on the ground and in flight. The wings are broad and rounded compared to most other shorebirds. They are well camouflaged in light brown, black, buff, and gray-brown tones. The face is buffy, the crown blackish. They are light gray across the neck and back, with dark-and-light patterned shoulders and brown wings. The underparts are buffy to almost orange.",https://www.allaboutbirds.org/guide/American_Woodcock/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
525,Rock Pigeon,Rock Pigeon,species_label,likely_covered_species_page,Rock Pigeon,https://www.allaboutbirds.org/guide/Rock_Pigeon/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"Larger and plumper than a Mourning Dove, Rock Pigeons are tubby birds with small heads and short legs. Their wings are broad but pointed wings and the tail is wide and rounded. Variable in color, but most birds are bluish gray with two black bands on the wing and a black tip to the tail. Most birds have iridescent throat feathers. Wing patterns may include two bars, dark spots, or can be plain. The tail is usually dark tipped.",https://www.allaboutbirds.org/guide/Rock_Pigeon/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
526,Band-tailed Pigeon,Band-tailed Pigeon,species_label,likely_covered_species_page,Band-tailed Pigeon,https://www.allaboutbirds.org/guide/Band-tailed_Pigeon/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"Band-tailed Pigeons are large, stocky pigeons with small heads, long, rounded tails, and thick-based, pointed wings. They are soft blue-gray above and purplish-gray below, with a white crescent on the back of the neck. The upper half of the tail is gray, fading to a pale gray band at the tip. The wings are unmarked pale gray with dark wingtips noticeable in flight. The bill and feet are yellow.",https://www.allaboutbirds.org/guide/Band-tailed_Pigeon/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
527,Eurasian Collared-Dove,Eurasian Collared-Dove,species_label,likely_covered_species_page,Eurasian Collared-Dove,https://www.allaboutbirds.org/guide/Eurasian_Collared-Dove/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"Eurasian Collared-Doves have plump bodies, small heads, and long tails. They’re larger than Mourning Doves but slimmer and longer-tailed than a Rock Pigeon. The wings are broad and slightly rounded. The broad tail is squared off at the tip, rather than pointed like a Mourning Dove’s. Eurasian Collared-Doves are chalky light brown to gray-buff birds with broad white patches in the tail. The bird’s collar is a narrow black crescent around the nape of the neck. In flight and when perched, the wingtips are darker than the rest of the wing.",https://www.allaboutbirds.org/guide/Eurasian_Collared-Dove/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
528,White-winged Dove,White-winged Dove,species_label,likely_covered_species_page,White-winged Dove,https://www.allaboutbirds.org/guide/White-winged_Dove/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"White-winged Doves are plump, square-tailed doves with relatively long, thin bills and small heads. White-winged Doves are brown overall, with a dark line on the cheek. A white stripe at the edge of the folded wing becomes, as the bird takes flight, a bright flash in the middle of a dark wing. The tail is tipped in white and set off with black stripes from the gray underside. Their faces are ornately marked with a black streak on the cheek, and blue skin around the red eyes.",https://www.allaboutbirds.org/guide/White-winged_Dove/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
529,Mourning Dove,Mourning Dove,species_label,likely_covered_species_page,Mourning Dove,https://www.allaboutbirds.org/guide/Mourning_Dove/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"Plump-bodied and long-tailed, with short legs, small bill, and a head that looks particularly small in comparison to the body. The long, pointed tail is unique among North American doves. Mourning Doves often match their open-country surroundings. They’re delicate brown to buffy-tan overall, with black spots on the wings and black-bordered white tips to the tail feathers.",https://www.allaboutbirds.org/guide/Mourning_Dove/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
530,Inca Dove,Inca Dove,species_label,likely_covered_species_page,Inca Dove,https://www.allaboutbirds.org/guide/Inca_Dove/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"The Inca Dove is a small and slender dove with a long, square-tipped tail and small head. It has a thin and slightly drooping bill and short legs. The Inca Dove is the color of desert sands. Its tan feathers are edged in dark brown creating a scaly pattern over the entire body. Its underparts and face are paler than its back. In flight, the underwings flash a rich chestnut and the outer tail feathers flash white.",https://www.allaboutbirds.org/guide/Inca_Dove/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
