class_id,class_label,recommended_name,expert_visual_description,expert_visual_description_text
445,House Sparrow,House Sparrow,"[""fuller chest"", ""rounded gray head"", ""rounded tail"", ""rounded bill"", ""brightly colored plain buffy-brown buff black brown plumage"", ""white cheek"", ""black bib"", ""rufous neck"", ""gray-brown underparts""]","A bird with fuller chest, rounded gray head, rounded tail, rounded bill, brightly colored plain buffy-brown buff black brown plumage, white cheek, black bib, rufous neck, and gray-brown underparts."
446,Bonaparte's Gull,Bonaparte's Gull,"[""small ternlike slim body"", ""slender bill"", ""pointed wings"", ""black head"", ""red legs"", ""large white triangles wingtips"", ""white plumage"", ""grayish upperwing feathers"", ""white primaries"", ""gray spots"", ""white cheek""]","A bird with small ternlike slim body, slender bill, pointed wings, black head, red legs, large white triangles wingtips, white plumage, grayish upperwing feathers, white primaries, gray spots, and white cheek."
447,Mew Gull,Short-billed Gull,"[""small short slender yellow bill"", ""small white head"", ""short neck"", ""short blackish tail"", ""moderately long yellow legs"", ""medium gray upperparts"", ""white underparts"", ""black wingtips"", ""white spots"", ""dark eye"", ""brownish plumage"", ""gray back""]","A bird with small short slender yellow bill, small white head, short neck, short blackish tail, moderately long yellow legs, medium gray upperparts, white underparts, black wingtips, white spots, dark eye, brownish plumage, and gray back."
448,Caspian Tern,Caspian Tern,"[""large heavy body"", ""large head"", ""thick straight pointed bill"", ""forked tail"", ""long pointed wings"", ""white plumage"", ""pale gray upperwing feathers"", ""black crown"", ""grayish speckling"", ""dusky tip""]","A bird with large heavy body, large head, thick straight pointed bill, forked tail, long pointed wings, white plumage, pale gray upperwing feathers, black crown, grayish speckling, and dusky tip."
449,Black Tern,Black Tern,"[""thin pointed bill"", ""long pointed wings"", ""forked tail"", ""short legs"", ""dark gray upperparts"", ""black head"", ""black whitish underparts"", ""dusky crown"", ""dusky side"", ""dusky breast""]","A bird with thin pointed bill, long pointed wings, forked tail, short legs, dark gray upperparts, black head, black whitish underparts, dusky crown, dusky side, and dusky breast."
450,Common Tern,Common Tern,"[""pale gray plumage"", ""black partial cap"", ""orange black bill"", ""orange black legs"", ""white forehead"", ""black bars""]","A bird with pale gray plumage, black partial cap, orange black bill, orange black legs, white forehead, and black bars."
451,Forster's Tern,Forster's Tern,"[""slender body"", ""long tail"", ""long wings"", ""long pointed orange dark bill"", ""short legs"", ""gray upperparts"", ""white underparts"", ""black cap"", ""black tip"", ""wingtips silvery gray"", ""ghostly pale plumage"", ""white crown"", ""thick blackish eye"", ""white patches""]","A bird with slender body, long tail, long wings, long pointed orange dark bill, short legs, gray upperparts, white underparts, black cap, black tip, wingtips silvery gray, ghostly pale plumage, white crown, thick blackish eye, and white patches."
452,Royal Tern,Royal Tern,"[""large slender body"", ""long forked tail"", ""short legs"", ""gray underparts"", ""white upperparts"", ""black white crest"", ""bright orange bill"", ""white forehead"", ""white rear""]","A bird with large slender body, long forked tail, short legs, gray underparts, white upperparts, black white crest, bright orange bill, white forehead, and white rear."
453,Black Skimmer,Black Skimmer,"[""medium-sized tern-like seabird body"", ""long pale-edged wings"", ""long black red bill"", ""black brownish upperparts"", ""white underparts"", ""orange-red legs""]","A bird with medium-sized tern-like seabird body, long pale-edged wings, long black red bill, black brownish upperparts, white underparts, and orange-red legs."
454,Greater White-fronted Goose,Greater White-fronted Goose,"[""medium-sized heavy body"", ""small pinkish-orange bill"", ""thick orangish legs"", ""short neck"", ""brown plumage"", ""thin white line""]","A bird with medium-sized heavy body, small pinkish-orange bill, thick orangish legs, short neck, brown plumage, and thin white line."
455,Brant,Brant,"[""compact body"", ""short black white neck"", ""black head"", ""black breast"", ""brown wings"", ""white undertail"", ""pale flank"", ""pale belly""]","A bird with compact body, short black white neck, black head, black breast, brown wings, white undertail, pale flank, and pale belly."
456,Cackling Goose,Cackling Goose,"[""compact body"", ""small short black neck"", ""rounded crown"", ""long wings"", ""short blackish legs"", ""small blackish bill"", ""small forehead"", ""brown plumage"", ""black head"", ""white cheek"", ""white throat"", ""white undertail"", ""blackish feet""]","A bird with compact body, small short black neck, rounded crown, long wings, short blackish legs, small blackish bill, small forehead, brown plumage, black head, white cheek, white throat, white undertail, and blackish feet."
457,Canada Goose,Canada Goose,"[""long black neck"", ""large body"", ""large feet"", ""wide flat bill"", ""black head"", ""white cheek"", ""tan breast"", ""brown back""]","A bird with long black neck, large body, large feet, wide flat bill, black head, white cheek, tan breast, and brown back."
458,Mute Swan,Mute Swan,"[""large heavy body"", ""short legs"", ""long slender neck"", ""large flat gray-black bill"", ""white plumage""]","A bird with large heavy body, short legs, long slender neck, large flat gray-black bill, and white plumage."
459,Trumpeter Swan,Trumpeter Swan,"[""heavy body"", ""long neck"", ""large black bill"", ""white gray-brown plumage"", ""black legs""]","A bird with heavy body, long neck, large black bill, white gray-brown plumage, and black legs."
460,Tundra Swan,Tundra Swan,"[""large heavy body"", ""long neck"", ""sloping bill"", ""white plumage"", ""yellow spots"", ""gray-tinged wings""]","A bird with large heavy body, long neck, sloping bill, white plumage, yellow spots, and gray-tinged wings."
461,American Black Duck,American Black Duck,"[""rounded pale gray-brown head"", ""thick yellow-green bill"", ""bulky dark brown body""]","A bird with rounded pale gray-brown head, thick yellow-green bill, and bulky dark brown body."
462,Mottled Duck,Mottled Duck,"[""large body"", ""brown rich buff greenish yellow orangeish plumage"", ""yellow bill"", ""black patches"", ""buffy face"", ""buffy throat"", ""dark markings"", ""white tail""]","A bird with large body, brown rich buff greenish yellow orangeish plumage, yellow bill, black patches, buffy face, buffy throat, dark markings, and white tail."
463,Common Eider (Female/juvenile),Common Eider,"[""large heavyset seabird body"", ""white upperparts"", ""black underparts"", ""black cap"", ""pale green nape"", ""green yellow-orange black bill"", ""chocolate brown plumage"", ""white breast"", ""white back""]","A bird with large heavyset seabird body, white upperparts, black underparts, black cap, pale green nape, green yellow-orange black bill, chocolate brown plumage, white breast, and white back."
464,Long-tailed Duck (Summer male),Long-tailed Duck,"[""small slender seabird dark brown body"", ""rounded black dark head"", ""small bill"", ""long tail"", ""white plumage"", ""large dark patches"", ""black dark neck"", ""pink bands"", ""white face""]","A bird with small slender seabird dark brown body, rounded black dark head, small bill, long tail, white plumage, large dark patches, black dark neck, pink bands, and white face."
465,Ruddy Duck (Winter male),Ruddy Duck,"[""small compact rich chestnut body"", ""scoop-shaped bright blue dull gray bill"", ""thick neck"", ""blackish cap"", ""dull gray-brown upperparts"", ""dull gray-brown underparts"", ""brownish plumage"", ""pale cheek""]","A bird with small compact rich chestnut body, scoop-shaped bright blue dull gray bill, thick neck, blackish cap, dull gray-brown upperparts, dull gray-brown underparts, brownish plumage, and pale cheek."
466,Scaled Quail,Scaled Quail,"[""compact chicken-body"", ""small head"", ""short crest"", ""plump body"", ""short tail"", ""short strong legs"", ""buff plumage""]","A bird with compact chicken-body, small head, short crest, plump body, short tail, short strong legs, and buff plumage."
467,Northern Bobwhite,Northern Bobwhite,"[""small rounded body"", ""small white head"", ""rounded wings"", ""short tail"", ""intricately patterned brown rufous buff black bold plumage"", ""buffy throat"", ""buffy eyebrow""]","A bird with small rounded body, small white head, rounded wings, short tail, intricately patterned brown rufous buff black bold plumage, buffy throat, and buffy eyebrow."
468,Ruffed Grouse,Ruffed Grouse,"[""small body"", ""short triangular crest"", ""long fan-shaped tail"", ""short legs"", ""dark bars"", ""dark spots"", ""dark belly"", ""black bands""]","A bird with small body, short triangular crest, long fan-shaped tail, short legs, dark bars, dark spots, dark belly, and black bands."
469,Wild Turkey,Wild Turkey,"[""large plump body"", ""long legs"", ""wide rounded tail"", ""small head"", ""slim neck"", ""dark white rusty plumage""]","A bird with large plump body, long legs, wide rounded tail, small head, slim neck, and dark white rusty plumage."
470,Pied-billed Grebe,Pied-billed Grebe,"[""small chunky swimming compact large body"", ""slender neck"", ""slender head"", ""short thick bill"", ""tawny-brown underparts""]","A bird with small chunky swimming compact large body, slender neck, slender head, short thick bill, and tawny-brown underparts."
471,Western Grebe,Western Grebe,"[""large slender waterbird"", ""long neck"", ""large head"", ""crisp black plumage"", ""white underparts""]","A bird with large slender waterbird, long neck, large head, crisp black plumage, and white underparts."
472,Clark's Grebe,Clark's Grebe,"[""large waterbird"", ""long slender neck"", ""straight bill"", ""small body"", ""blackish upperparts"", ""white underparts"", ""black cap""]","A bird with large waterbird, long slender neck, straight bill, small body, blackish upperparts, white underparts, and black cap."
473,Wood Stork,Wood Stork,"[""hefty wading football-shaped body"", ""long legs"", ""long neck"", ""long thick bill"", ""black flight feathers"", ""black flight tail""]","A bird with hefty wading football-shaped body, long legs, long neck, long thick bill, black flight feathers, and black flight tail."
474,Brandt's Cormorant,Brandt's Cormorant,"[""large heavy body"", ""long buffy neck"", ""long bill"", ""medium-length tail"", ""short legs"", ""short feet"", ""blackish uniformly black brownish plumage"", ""blue eye"", ""blue throat"", ""buffy bands"", ""buffy head"", ""buffy shoulder""]","A bird with large heavy body, long buffy neck, long bill, medium-length tail, short legs, short feet, blackish uniformly black brownish plumage, blue eye, blue throat, buffy bands, buffy head, and buffy shoulder."
475,Neotropic Cormorant,Neotropic Cormorant,"[""slim waterbird"", ""small long neck"", ""long tail"", ""straight bill"", ""broad wings"", ""broad feet"", ""thin white line""]","A bird with slim waterbird, small long neck, long tail, straight bill, broad wings, broad feet, and thin white line."
476,Pelagic Cormorant,Pelagic Cormorant,"[""large seabird"", ""long thin neck"", ""long tail"", ""narrow small head"", ""short crests"", ""blackish green purple gloss"", ""small square white patches"", ""small flank"", ""uniformly dark brown plumage""]","A bird with large seabird, long thin neck, long tail, narrow small head, short crests, blackish green purple gloss, small square white patches, small flank, and uniformly dark brown plumage."
477,Anhinga,Anhinga,"[""large slender waterbirds"", ""long-shaped pale tan neck"", ""long-shaped bill"", ""slim body"", ""pale tan head"", ""pale tan breast""]","A bird with large slender waterbirds, long-shaped pale tan neck, long-shaped bill, slim body, pale tan head, and pale tan breast."
478,American White Pelican,American White Pelican,"[""huge waterbird"", ""broad wings"", ""long neck"", ""long bill"", ""thick body"", ""short legs"", ""short square tail"", ""snowy white plumage"", ""black flight feathers"", ""small patches""]","A bird with huge waterbird, broad wings, long neck, long bill, thick body, short legs, short square tail, snowy white plumage, black flight feathers, and small patches."
479,Brown Pelican,Brown Pelican,"[""huge body"", ""stocky seabirds"", ""thin white neck"", ""long bill"", ""long throat"", ""gray-brown yellow head"", ""dark reddish-brown plumage"", ""gray-brown upperparts"", ""pale whitish belly"", ""pale whitish breast""]","A bird with huge body, stocky seabirds, thin white neck, long bill, long throat, gray-brown yellow head, dark reddish-brown plumage, gray-brown upperparts, pale whitish belly, and pale whitish breast."
480,Great Blue Heron,Great Blue Heron,"[""long legs"", ""long neck"", ""long bill"", ""wide black stripes""]","A bird with long legs, long neck, long bill, and wide black stripes."
481,Great Egret,Great Egret,"[""long legs"", ""long-curved neck"", ""long dagger-like bill"", ""feathers great white""]","A bird with long legs, long-curved neck, long dagger-like bill, and feathers great white."
482,Snowy Egret,Snowy Egret,"[""medium-sized long slender body"", ""long thin black greenish legs"", ""long thin white black bill"", ""long thin neck"", ""small head"", ""yellow feet""]","A bird with medium-sized long slender body, long thin black greenish legs, long thin white black bill, long thin neck, small head, and yellow feet."
483,Tricolored Heron,Tricolored Heron,"[""medium-sized slim body"", ""long thin rusty neck"", ""small head"", ""blue-gray lavender white plumage"", ""bright blue patches"", ""pink yellowish legs"", ""rusty edged feathers""]","A bird with medium-sized slim body, long thin rusty neck, small head, blue-gray lavender white plumage, bright blue patches, pink yellowish legs, and rusty edged feathers."
484,Cattle Egret,Cattle Egret,"[""compact body"", ""short yellow dark legs"", ""short thick neck"", ""medium-length broad rounded wings"", ""white plumage"", ""yellow dark bill""]","A bird with compact body, short yellow dark legs, short thick neck, medium-length broad rounded wings, white plumage, and yellow dark bill."
485,Green Heron,Green Heron,"[""green short stocky plumage"", ""short legs"", ""thick rich chestnut neck"", ""broad rounded wings"", ""broad rounded bill"", ""short crest"", ""light deep green back"", ""rich chestnut breast""]","A bird with green short stocky plumage, short legs, thick rich chestnut neck, broad rounded wings, broad rounded bill, short crest, light deep green back, and rich chestnut breast."
486,Glossy Ibis,Glossy Ibis,"[""medium-sized wading-bird compact body"", ""long neck"", ""long legs"", ""long curved bill"", ""bronze violet tones plumage""]","A bird with medium-sized wading-bird compact body, long neck, long legs, long curved bill, and bronze violet tones plumage."
487,White-faced Ibis,White-faced Ibis,"[""medium-sized thick oval-shaped body"", ""long pink legs"", ""long strongly curved bill"", ""long neck"", ""glossy maroon metallic green absent matte brown plumage"", ""red eye"", ""narrow bands"", ""white facial outline""]","A bird with medium-sized thick oval-shaped body, long pink legs, long strongly curved bill, long neck, glossy maroon metallic green absent matte brown plumage, red eye, narrow bands, and white facial outline."
488,Roseate Spoonbill,Roseate Spoonbill,"[""medium-sized waterbirds"", ""football-shaped body"", ""long legs"", ""long bill"", ""long white neck"", ""pink shoulder"", ""pink rump"", ""yellowish green head"", ""paler pink plumage""]","A bird with medium-sized waterbirds, football-shaped body, long legs, long bill, long white neck, pink shoulder, pink rump, yellowish green head, and paler pink plumage."
489,Black Vulture,Black Vulture,"[""large raptors"", ""rounded body"", ""narrow strongly hooked bill"", ""white patches""]","A bird with large raptors, rounded body, narrow strongly hooked bill, and white patches."
490,Turkey Vulture,Turkey Vulture,"[""dark large long broad wings"", ""red head"", ""pale bill""]","A bird with dark large long broad wings, red head, and pale bill."
491,Osprey,Osprey,"[""large distinctively shaped body"", ""long narrow wings"", ""long legs"", ""brown upperparts"", ""white underparts"", ""prominent dark patches"", ""broad brown stripes"", ""white spots"", ""white breast""]","A bird with large distinctively shaped body, long narrow wings, long legs, brown upperparts, white underparts, prominent dark patches, broad brown stripes, white spots, and white breast."
492,Swallow-tailed Kite,Swallow-tailed Kite,"[""large slender slim body"", ""long narrow pointed gleaming black wings"", ""forked gleaming black tail"", ""bright-white head"", ""gleaming black back""]","A bird with large slender slim body, long narrow pointed gleaming black wings, forked gleaming black tail, bright-white head, and gleaming black back."
493,White-tailed Kite,White-tailed Kite,"[""small-to-medium pale raptor"", ""narrow pointed wings"", ""long white tail"", ""white head"", ""black shoulder"", ""white patches"", ""red eye"", ""red body""]","A bird with small-to-medium pale raptor, narrow pointed wings, long white tail, white head, black shoulder, white patches, red eye, and red body."
494,Mississippi Kite,Mississippi Kite,"[""small slender raptor"", ""long pointed wings"", ""long square-tipped hooked tail"", ""hooked bill"", ""gray plumage"", ""hooked secondaries"", ""black wingtips""]","A bird with small slender raptor, long pointed wings, long square-tipped hooked tail, hooked bill, gray plumage, hooked secondaries, and black wingtips."
495,Harris's Hawk,Harris's Hawk,"[""large lanky raptors"", ""long legs"", ""long white tail"", ""rounded white wings"", ""dark brown plumage"", ""white rump"", ""white bands"", ""white belly""]","A bird with large lanky raptors, long legs, long white tail, rounded white wings, dark brown plumage, white rump, white bands, and white belly."
496,Swainson's Hawk (Light morph ),Swainson's Hawk,"[""broad longer-winged white wings"", ""short tail"", ""dark reddish-brown chest"", ""brown gray upperparts"", ""gray brown head"", ""dark individuals also occur body"", ""vary reddish nearly black plumage""]","A bird with broad longer-winged white wings, short tail, dark reddish-brown chest, brown gray upperparts, gray brown head, dark individuals also occur body, and vary reddish nearly black plumage."
497,Red-tailed Hawk (Dark morph),Red-tailed Hawk,"[""large body proportions"", ""broad rounded streaked wings"", ""short wide dark-morph chocolate-brown warm red tail"", ""red-tailed rich brown cinnamon-red upperparts"", ""pale underparts"", ""streaked dark belly"", ""dark bars"", ""streaked shoulder"", ""young brown plumage"", ""rufous-morph reddish-brown chest""]","A bird with large body proportions, broad rounded streaked wings, short wide dark-morph chocolate-brown warm red tail, red-tailed rich brown cinnamon-red upperparts, pale underparts, streaked dark belly, dark bars, streaked shoulder, young brown plumage, and rufous-morph reddish-brown chest."
498,Crested Caracara,Crested Caracara,"[""medium-sized body"", ""bulky raptor"", ""long black-and-white yellow-orange legs"", ""flat head"", ""shaggy crest"", ""white yellow-orange bill"", ""black cap"", ""white neck"", ""white cheek""]","A bird with medium-sized body, bulky raptor, long black-and-white yellow-orange legs, flat head, shaggy crest, white yellow-orange bill, black cap, white neck, and white cheek."
499,Merlin,Merlin,"[""small powerful body build"", ""sharply pointed wings"", ""broad chest"", ""broad dark tail"", ""generally dark slaty gray plumage"", ""narrow white bands"", ""narrow white face"", ""prominent malar"", ""narrow white stripes""]","A bird with small powerful body build, sharply pointed wings, broad chest, broad dark tail, generally dark slaty gray plumage, narrow white bands, narrow white face, prominent malar, and narrow white stripes."
500,Prairie Falcon,Prairie Falcon,"[""pointed wings"", ""medium-long tail"", ""brown upperparts"", ""brown breast"", ""brown belly"", ""pale stripes""]","A bird with pointed wings, medium-long tail, brown upperparts, brown breast, brown belly, and pale stripes."
501,American Coot,American Coot,"[""plump body"", ""rounded head"", ""sloping dark-gray black bright-white bill"", ""tiny tail"", ""short wings"", ""large feet"", ""black bright-white red forehead"", ""small patches""]","A bird with plump body, rounded head, sloping dark-gray black bright-white bill, tiny tail, short wings, large feet, black bright-white red forehead, and small patches."
502,Sandhill Crane,Sandhill Crane,"[""large bulky body"", ""long slender neck"", ""long legs"", ""broad wings"", ""short tail"", ""pale gray rusty brown cheek"", ""pale red crown""]","A bird with large bulky body, long slender neck, long legs, broad wings, short tail, pale gray rusty brown cheek, and pale red crown."
503,Semipalmated Plover,Semipalmated Plover,"[""small compact body"", ""round head"", ""large black eye"", ""short neck"", ""medium-length legs"", ""brown black upperparts"", ""white underparts"", ""one black white bands"", ""white brown breast"", ""black short orange bill"", ""black collar"", ""black face""]","A bird with small compact body, round head, large black eye, short neck, medium-length legs, brown black upperparts, white underparts, one black white bands, white brown breast, black short orange bill, black collar, and black face."
504,Killdeer,Killdeer,"[""large round head"", ""large eye"", ""short bill"", ""slender lanky body"", ""long pointed tail"", ""long wings"", ""brownish-tan upperparts"", ""white underparts"", ""white chest"", ""two black bands"", ""brown face"", ""black-and-white patches"", ""bright orange-buff rump""]","A bird with large round head, large eye, short bill, slender lanky body, long pointed tail, long wings, brownish-tan upperparts, white underparts, white chest, two black bands, brown face, black-and-white patches, and bright orange-buff rump."
505,American Oystercatcher,American Oystercatcher,"[""large thickset body"", ""large black head"", ""large neck"", ""long thick legs"", ""black plumage"", ""bright orange-red bill"", ""black breast"", ""white underparts"", ""yellow eye"", ""red eyering""]","A bird with large thickset body, large black head, large neck, long thick legs, black plumage, bright orange-red bill, black breast, white underparts, yellow eye, and red eyering."
506,Black Oystercatcher,Black Oystercatcher,"[""large heavyset thick body"", ""long thick straight orange-red bill"", ""yellow eye"", ""red brownish plumage""]","A bird with large heavyset thick body, long thick straight orange-red bill, yellow eye, and red brownish plumage."
507,Black-necked Stilt,Black-necked Stilt,"[""small body"", ""long pink legs"", ""long neck"", ""small head"", ""thin straight bill"", ""black upperparts"", ""white underparts"", ""white eye"", ""brownish-black plumage""]","A bird with small body, long pink legs, long neck, small head, thin straight bill, black upperparts, white underparts, white eye, and brownish-black plumage."
508,American Avocet,American Avocet,"[""large slender white body"", ""long upturned bill"", ""long rusty neck"", ""round rusty head"", ""long legs"", ""black patches"", ""black-and-white wings""]","A bird with large slender white body, long upturned bill, long rusty neck, round rusty head, long legs, black patches, and black-and-white wings."
509,Solitary Sandpiper,Solitary Sandpiper,"[""small slender body"", ""long neck"", ""long bill"", ""long wings"", ""long legs"", ""dark olive-brown upperparts"", ""white eyering"", ""pale underparts"", ""white brown plumage"", ""dark underwing feathers"", ""white belly""]","A bird with small slender body, long neck, long bill, long wings, long legs, dark olive-brown upperparts, white eyering, pale underparts, white brown plumage, dark underwing feathers, and white belly."
510,Greater Yellowlegs,Greater Yellowlegs,"[""large lanky body"", ""long legs"", ""long dark finely streaked neck"", ""thick-based upturned bill"", ""dark bands"", ""finely streaked head"", ""bright white eyering"", ""occasionally orange plumage""]","A bird with large lanky body, long legs, long dark finely streaked neck, thick-based upturned bill, dark bands, finely streaked head, bright white eyering, and occasionally orange plumage."
511,Willet,Willet,"[""large stocky body"", ""long legs"", ""thick straight bill"", ""gray-brown willets mottled gray plumage""]","A bird with large stocky body, long legs, thick straight bill, and gray-brown willets mottled gray plumage."
512,Lesser Yellowlegs,Lesser Yellowlegs,"[""slender medium-sized body"", ""long yellow legs"", ""long neck"", ""yellowlegs grayish-brown subdued gray-brown plumage"", ""white eyering"", ""white spots"", ""white back"", ""white wings""]","A bird with slender medium-sized body, long yellow legs, long neck, yellowlegs grayish-brown subdued gray-brown plumage, white eyering, white spots, white back, and white wings."
513,Whimbrel,Whimbrel,"[""large long curved bill"", ""long neck"", ""long legs"", ""pointed tail"", ""brownish upperparts"", ""pale feather edges"", ""tan underparts"", ""neat dark stippling"", ""most narrow dark eyeline body""]","A bird with large long curved bill, long neck, long legs, pointed tail, brownish upperparts, pale feather edges, tan underparts, neat dark stippling, and most narrow dark eyeline body."
514,Long-billed Curlew,Long-billed Curlew,"[""large long legs"", ""long thin curved bill"", ""heavy football-shaped body"", ""long neck"", ""small round head"", ""pale cinnamon wash throughout"", ""plain cinnamon belly""]","A bird with large long legs, long thin curved bill, heavy football-shaped body, long neck, small round head, pale cinnamon wash throughout, and plain cinnamon belly."
515,Marbled Godwit,Marbled Godwit,"[""large long legs"", ""upturned bill"", ""small round head"", ""thin neck"", ""barred upperparts"", ""barred underparts"", ""black tip""]","A bird with large long legs, upturned bill, small round head, thin neck, barred upperparts, barred underparts, and black tip."
516,Ruddy Turnstone,Ruddy Turnstone,"[""short stocky body"", ""upturned bill"", ""unique black plumage"", ""brown ghosting pattern"", ""orange legs""]","A bird with short stocky body, upturned bill, unique black plumage, brown ghosting pattern, and orange legs."
517,Black Turnstone,Black Turnstone,"[""small stout short upturned bill"", ""short neck"", ""short legs"", ""white belly"", ""bold black plumage"", ""white pattern"", ""white spots"", ""white breast"", ""two white stripes"", ""white back"", ""white tail""]","A bird with small stout short upturned bill, short neck, short legs, white belly, bold black plumage, white pattern, white spots, white breast, two white stripes, white back, and white tail."
518,Surfbird,Surfbird,"[""short thick bill"", ""short neck"", ""short tail"", ""short thick legs"", ""light stippled muddy brownish-gray plumage"", ""dark rufous upperparts"", ""black streaks"", ""whitish chin"", ""white belly"", ""bold black tip""]","A bird with short thick bill, short neck, short tail, short thick legs, light stippled muddy brownish-gray plumage, dark rufous upperparts, black streaks, whitish chin, white belly, and bold black tip."
519,Semipalmated Sandpiper,Semipalmated Sandpiper,"[""small plump body"", ""dappled brown plumage"", ""black gold rufous grayish-brown upperparts"", ""pale underparts"", ""dark legs"", ""brown flank""]","A bird with small plump body, dappled brown plumage, black gold rufous grayish-brown upperparts, pale underparts, dark legs, and brown flank."
520,Western Sandpiper,Western Sandpiper,"[""small portly body"", ""long thin dark bill"", ""long pointed wings"", ""short tail"", ""medium-length dark legs"", ""black brown rufous plumage"", ""gold pale gray upperparts"", ""white whitish underparts"", ""extensive dark arrow-shaped streaks"", ""rufous crown"", ""rufous patches""]","A bird with small portly body, long thin dark bill, long pointed wings, short tail, medium-length dark legs, black brown rufous plumage, gold pale gray upperparts, white whitish underparts, extensive dark arrow-shaped streaks, rufous crown, and rufous patches."
521,Least Sandpiper,Least Sandpiper,"[""tiny round body"", ""pointed wings"", ""thin-tipped decurved bill"", ""medium-length legs"", ""brown upperparts"", ""white underparts""]","A bird with tiny round body, pointed wings, thin-tipped decurved bill, medium-length legs, brown upperparts, and white underparts."
522,Short-billed Dowitcher,Short-billed Dowitcher,"[""chunky medium-sized body"", ""long straight bill"", ""moderately long legs"", ""brown black gold grayish-brown orange upperparts"", ""black gold pale underparts"", ""plain plumage"", ""pale orange breast"", ""pale side"", ""dark feathers""]","A bird with chunky medium-sized body, long straight bill, moderately long legs, brown black gold grayish-brown orange upperparts, black gold pale underparts, plain plumage, pale orange breast, pale side, and dark feathers."
523,Wilson's Snipe,Wilson's Snipe,"[""medium-sized long body"", ""short stocky legs"", ""intricately patterned buff black plumage"", ""brown prominent buffy whitish stripes"", ""brown bars"", ""dark head"", ""dark back"", ""buff chest"", ""brown side""]","A bird with medium-sized long body, short stocky legs, intricately patterned buff black plumage, brown prominent buffy whitish stripes, brown bars, dark head, dark back, buff chest, and brown side."
524,American Woodcock,American Woodcock,"[""plump body"", ""short legs"", ""long straight bill"", ""large head"", ""short neck"", ""short tail"", ""well camouflaged light brown plumage"", ""brown wings""]","A bird with plump body, short legs, long straight bill, large head, short neck, short tail, well camouflaged light brown plumage, and brown wings."
525,Rock Pigeon,Rock Pigeon,"[""broad pointed wings"", ""broad pointed two black tail"", ""rounded body"", ""most bluish gray plumage"", ""two black bands"", ""iridescent throat"", ""two bars"", ""dark spots""]","A bird with broad pointed wings, broad pointed two black tail, rounded body, most bluish gray plumage, two black bands, iridescent throat, two bars, and dark spots."
526,Band-tailed Pigeon,Band-tailed Pigeon,"[""large stocky body"", ""small head"", ""long rounded tail"", ""thick-based pointed wings"", ""blue-gray upperparts"", ""purplish-gray underparts"", ""blue-gray back"", ""blue-gray neck"", ""pale gray bands"", ""dark wingtips noticeable""]","A bird with large stocky body, small head, long rounded tail, thick-based pointed wings, blue-gray upperparts, purplish-gray underparts, blue-gray back, blue-gray neck, pale gray bands, and dark wingtips noticeable."
527,Eurasian Collared-Dove,Eurasian Collared-Dove,"[""plump rounded body"", ""small head"", ""long broad tail"", ""chalky light brown gray-buff plumage"", ""broad white patches""]","A bird with plump rounded body, small head, long broad tail, chalky light brown gray-buff plumage, and broad white patches."
528,White-winged Dove,White-winged Dove,"[""plump body"", ""thin bill"", ""small head"", ""brown plumage"", ""dark line"", ""white black stripes"", ""dark wings"", ""red eye""]","A bird with plump body, thin bill, small head, brown plumage, dark line, white black stripes, dark wings, and red eye."
529,Mourning Dove,Mourning Dove,"[""plump body"", ""long pointed tail"", ""short legs"", ""small bill"", ""small head"", ""black spots"", ""black tail feathers""]","A bird with plump body, long pointed tail, short legs, small bill, small head, black spots, and black tail feathers."
530,Inca Dove,Inca Dove,"[""small slender body"", ""long square-tipped tail"", ""small head"", ""short legs""]","A bird with small slender body, long square-tipped tail, small head, and short legs."
531,Common Ground-Dove,Common Ground-Dove,"[""ground tiny stocky body"", ""short round wings"", ""short tail"", ""short thin pinkish-red bill"", ""short legs"", ""large dark spots"", ""bluish crown"", ""dark tip""]","A bird with ground tiny stocky body, short round wings, short tail, short thin pinkish-red bill, short legs, large dark spots, bluish crown, and dark tip."
532,Monk Parakeet,Monk Parakeet,"[""small parakeet"", ""long pointed tail"", ""pointed wings"", ""large head"", ""large hooked bill"", ""green gray face"", ""green gray breast""]","A bird with small parakeet, long pointed tail, pointed wings, large head, large hooked bill, green gray face, and green gray breast."
533,Yellow-billed Cuckoo,Yellow-billed Cuckoo,"[""large long slim thin body"", ""long flat head"", ""long tail"", ""warm brown upperparts"", ""clean whitish underparts"", ""yellow eyering"", ""wide white bands"", ""narrower black ones plumage""]","A bird with large long slim thin body, long flat head, long tail, warm brown upperparts, clean whitish underparts, yellow eyering, wide white bands, and narrower black ones plumage."
534,Black-billed Cuckoo,Black-billed Cuckoo,"[""slender body"", ""curved black bill"", ""long tail"", ""plain brown upperparts"", ""white underparts"", ""red eye ring""]","A bird with slender body, curved black bill, long tail, plain brown upperparts, white underparts, and red eye ring."
535,Greater Roadrunner,Greater Roadrunner,"[""large shape"", ""long legs"", ""long straight tail"", ""long neck"", ""short crest"", ""short bill"", ""small pale spots"", ""small pale patches"", ""small pale eye"", ""white highlights""]","A bird with large shape, long legs, long straight tail, long neck, short crest, short bill, small pale spots, small pale patches, small pale eye, and white highlights."
